Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
299.0,310.4,1368,51.76378391359489,227,1
298.5217606870554,309.13887175533546,1360,62.48853015504262,183,1
302.6758493597939,310.76565704226664,1254,67.89660256082423,194,1
299.87888898631286,309.110802496198,1406,61.52160499239605,128,1
302.1068305368582,310.50683053685816,1351,52.39139681494566,108,1
299.3133752517313,308.82981891412754,1377,50.14232897333785,220,1
298.4618204403977,308.7674287636327,1615,33.817946634352104,221,1
302.8458563347214,311.93812152539584,2651,11.615469618651034,24,1
299.29816734689103,310.03088979585476,1402,53.31518367357542,219,1
301.6435212504719,310.96234750031465,1278,63.69584562712376,182,1
301.66529645160415,310.222457771269,2384,13.838771114365521,200,1
301.2889816555112,309.9,1310,62.162367710469944,194,1
299.16037209041207,309.4339627909588,1388,54.55465113015093,197,1
301.9155274619742,310.4155274619742,1326,55.07849867103702,83,1
302.2689155888884,310.80674676666507,1359,48.64867528889317,131,1
302.9546421166906,311.07158046908523,1339,51.04259410739934,171,1
301.18779578638424,311.59600363458486,1267,65.6658779029754,209,1
302.4691353837064,311.1560637099795,1336,61.38141068268979,1,1
298.5431818279829,308.87272731193156,1435,56.178976853731385,27,1
303.8719902796543,312.8146601864362,1361,60.06781531343163,197,1
299.2062906957118,308.57234300068575,1377,50.51008717495656,219,1
301.04477220444824,311.51918808762065,1387,64.21583672983631,133,1
299.51974624770594,309.90315006778764,1455,56.517019100408405,209,1
303.12761734435287,311.3733303526175,1374,52.35618238567602,110,1
302.0178346764645,310.41783467646445,1356,57.420373014904754,109,1
299.2699308460192,309.80587552283447,2574,12.624510373097129,89,1
297.9528950281006,308.92548250468343,1870,25.413128298988156,202,1
299.87111470485104,309.62837827990836,1400,55.22591226309395,204,1
302.960941187109,311.16426472582936,1319,60.5166176936018,47,1
300.5414104317224,310.6218762239187,1319,54.589061888040625,229,1
301.6486917546317,310.90261649073653,2679,11.402815855908317,127,1
302.4901374370086,310.9,1340,48.759054391754084,150,1
300.6431483310866,310.3154101182452,1646,30.453769645264398,217,1
299.178702014184,309.49127818912467,1407,51.531135737589004,219,1
302.2293852327878,311.7293852327878,1368,56.60162148851936,208,1
302.9383687182171,311.4975519188319,1400,51.869799275634996,208,1
300.91655044805384,309.9954368314198,1696,29.601856027723368,197,1
302.0111967207694,311.50246256054066,1362,61.317468320457486,203,1
298.79168525529917,308.633559969197,1309,60.47059740315336,190,1
300.8024568454004,310.13415228180014,1339,55.82194923939996,204,1
302.49566785231707,310.85870937077743,1343,50.32184104006098,162,1
298.9360869375121,309.6510558988107,1698,27.7595030892961,158,1
303.1262528387066,312.8423907912702,1259,58.79908046489609,210,1
297.47693075885576,308.15503431314204,1397,57.4772239577134,200,1
302.3271739584017,310.43043472213105,1331,52.097825693851775,154,1
299.7299266742756,310.4419301866647,1299,68.4783455542874,111,1
302.1189102161667,310.8040061889167,1364,48.594229079000314,212,1
302.4934183550942,310.24607151434066,1330,50.3038259792387,148,1
301.9602300308807,310.5599424922798,1366,65.14726091310861,86,1
301.56213532418315,309.7352392112321,1441,45.60834309828114,232,1
301.6328317756126,310.43283177561256,1382,49.591889852967114,234,1
298.0547728380659,308.41909135226365,1351,56.11613093477039,204,1
298.3525001841614,308.9540000491097,2865,4.454000049109709,133,1
298.411365571578,308.2363698290498,1282,60.72727737178735,216,1
300.60915408186605,310.01699570265095,1421,53.945086557371084,111,1
302.0166317891957,310.7498953675871,1286,69.01419602936039,123,1
302.1477109232694,310.29084369307765,1378,47.86602353711418,166,1
302.44346563403167,310.5970877702009,1337,55.63778638306954,177,1
298.7672713379154,310.12242377930517,1396,68.08548789002967,70,1
300.4743629475239,309.8807722106429,1397,45.771814737619465,210,1
302.2344579731602,310.61722898658013,1355,51.185570994912815,125,1
301.4267189943577,311.0701478977064,1316,63.24177477247757,18,1
302.2072164015096,310.2963917992452,1341,60.37577221585057,107,1
301.32615669145326,310.5884639095444,1402,46.2442319547722,207,1
302.39365370960246,310.52538516159,1371,45.8713498407327,143,1
298.4425029955506,309.5862965121783,1370,49.6293937627632,220,1
300.43353048754375,311.5988170747374,1271,61.98303046613262,201,1
303.19332179856957,311.7466608992848,2657,11.555900985055514,76,1
303.02843604521456,311.23791472695274,1340,51.54976354081505,175,1
301.75493505105464,309.92818178579415,1280,66.80831203994941,107,1
302.00883382307444,310.14088338230744,1325,54.00544028765711,83,1
299.74277262610326,309.93313612757424,1256,70.58072700294204,133,1
301.0123979776305,311.3869920077807,1219,70.8487842100786,8,1
299.4999643793099,309.2856328669942,1275,68.79992875861991,70,1
298.62825244078454,309.54004164190536,2714,9.5376005178705,120,1
298.7723778896381,308.55269547756984,1412,54.16982914648408,216,1
300.539526570996,311.381420287012,1561,34.774318851951975,215,1
300.6061428950871,311.8073201996612,1523,38.79019700508231,214,1
302.44093969931174,310.3682328321863,1374,52.75246147908925,159,1
301.4491468455796,309.93402473924743,1259,63.56353313410871,20,1
298.3983894313993,308.7691820482428,1430,38.41064060736092,218,1
302.44867323111976,310.28112205186625,1350,45.57862010601096,168,1
302.4625575944963,310.77772382424706,1369,51.11754448702018,66,1
301.37588657618574,310.55953715964733,1691,30.448637548621804,225,1
298.0,308.20603480279294,1364,53.1353573089248,217,1
301.13400596744555,309.6968941932849,1339,59.83928758291768,112,1
302.46589650424005,310.94150340395737,1321,57.58762778247448,87,1
302.1355074567233,310.9300447710736,1518,34.708458949604655,213,1
302.54302886591535,310.4949518901411,1359,54.69327010027331,67,1
299.8207357177273,310.0853952633334,1687,28.940245239242426,193,1
302.5655392420504,310.9793235452303,1284,67.61403951096457,113,1
301.82670434952905,310.6034988553871,1357,60.49668145727102,66,1
301.92287003991146,310.3954259920177,1370,51.67712996008852,153,1
298.86494431654853,308.79069367959414,1348,59.11644304263971,203,1
299.314947363472,308.8621235650602,2564,12.8,101,1
301.5101566759958,311.1700522253319,1399,56.937173591675425,193,1
301.40037615138647,310.3327844089433,1418,50.57314219710215,226,1
298.1362855752062,308.4409047541781,1372,50.51819049164375,220,1
302.8789188832137,311.09993986456226,1330,63.08912869669943,53,1
302.1174380154082,310.41316804108857,1367,45.94804407190496,170,1
300.32909977950163,310.1115220507235,1414,62.60361714441304,205,1
298.5311489067614,308.1629711906634,1312,67.15390489407585,67,1
302.0,310.4531842644577,1239,58.25921322288738,84,1
302.12684483948965,310.5268448394896,1334,57.87020341732691,106,1
302.0733579242386,310.9360885570394,1340,60.709594175611606,3,1
300.46643328465916,309.9074134890907,1664,29.093286656931834,149,1
298.94363534921786,308.77538740805966,1364,51.72620968755825,216,1
301.7236292494032,310.2029536561754,1330,61.120251283264295,47,1
301.7727947874614,311.0146098288127,1705,30.079092479324327,217,1
301.896810062672,310.1623797216586,1348,56.123595045162716,187,1
300.492377183285,311.77433967130975,1551,33.31554676099832,208,1
300.8801307130708,310.8319215721575,2623,12.26596078607876,92,1
303.1358825988545,311.4426646925679,1304,61.69913429714978,217,1
301.7929552927663,310.9588132241969,2710,9.637445192604572,4,1
302.61799992997993,311.54383329248833,1526,36.81233341502338,209,1
301.9696224639904,309.9,1308,56.729177301058314,195,1
303.6549892993991,312.3600856048069,2661,11.4,50,1
299.4489355602411,308.8607196617239,1309,66.48338828753462,65,1
302.34890416759333,311.2435375004906,1403,48.91927500359775,207,1
302.96704901871044,312.4938575365123,1361,57.051951899818285,193,1
300.29351716136705,311.76689645170876,1458,55.57994427150085,78,1
302.1663339446472,310.50099816605854,1357,49.830671557177176,39,1
299.4777268231863,309.3903559616124,1414,64.77875993059483,187,1
300.3508271613013,310.1294732472605,2565,12.750827161301318,78,1
299.3701082639485,309.2789916499186,1938,22.45978347210302,201,1
300.0333768148364,309.25420471298185,1445,62.2864162106272,140,1
301.323803288132,310.7601229449175,1283,66.47325403815859,13,1
299.50705537175327,309.1797397298068,1513,48.68281449315011,228,1
302.69020714604784,312.20979285395214,1450,52.36440705670745,216,1
302.70336562372404,310.977524217793,1343,50.0359382771031,169,1
302.87746042666913,310.8839366826706,1349,51.16450791466618,7,1
303.7527532480671,313.07115909205874,1421,48.635001617710486,214,1
303.48318406250854,312.43363187498284,2694,10.243648333379099,66,1
302.4,310.3,1374,51.241471261649096,162,1
302.01350120826,310.4797904911663,1339,50.74721192535365,64,1
297.9172435964002,308.88244755970936,1338,57.90939390792623,206,1
298.22912241115716,308.69359628092724,1396,50.725614876291,211,1
298.668033905484,308.0522960514195,1322,62.24418193119372,187,1
298.81533110316644,308.4786295057315,1376,50.44274098853706,220,1
301.3575962600582,311.0261582355684,2679,10.697157036734648,23,1
300.96063302889246,311.3498156773676,1335,59.016041704654874,187,1
303.4635701941456,311.590822561575,1331,51.390542613729544,63,1
301.49917295094275,310.3006616392458,1303,58.835373387674615,198,1
300.5621382665907,311.68171892210194,1399,50.320629016733136,221,1
297.96488139970666,308.54325426647114,1621,34.412751861041635,217,1
302.33758725584585,311.09608018605655,1497,46.64160849610279,231,1
303.55424828063707,312.2627448419113,1365,54.37058631433456,201,1
297.3302242434693,308.6255606086733,1323,62.190672730407954,203,1
297.79943632010713,308.46338014550327,1356,53.51746440740903,208,1
298.0055749053968,308.94797358462824,1432,49.318411886917296,218,1
302.30546368831193,310.62738613292606,1309,56.189072623376106,41,1
302.6,310.81756175194647,1367,62.06763347794016,89,1
302.0536603817138,310.49778387927245,1375,54.81618524633789,124,1
300.96316007942147,310.2746785370201,1353,48.605854947484865,198,1
300.065592310144,310.57941758592,1272,66.09334652808538,209,1
299.9161181591295,310.58325282655846,1375,48.772458729251184,221,1
299.81778020849276,310.6368495455241,1336,70.8328879166029,38,1
298.16088119608946,308.7139805553273,1373,56.288498932062964,203,1
299.09962948442177,308.8197247598562,1430,59.381545579269094,20,1
302.58888261695336,310.98888261695333,1331,56.22449211115445,96,1
300.0882942358684,310.4418431635263,1374,61.74424011398031,92,1
303.5147932415128,312.0579887358546,1369,53.60592115098224,111,1
301.9567290305792,310.9690921646994,1518,40.36726728630242,219,1
297.93543058056315,309.09746143364623,1332,58.65198593605796,205,1
302.60975702706406,311.00975702706404,1356,55.1615824998858,99,1
302.67807873035474,311.33903936517737,1353,49.59462299674439,193,1
298.74923152259896,309.3216793489986,1400,55.65510434720076,217,1
301.07186339369673,310.45133099549764,1400,46.5346007013507,208,1
302.11813918703893,310.17255674815567,1378,48.07302569072766,166,1
299.6842551384807,309.8941842666805,1339,59.78184408203959,204,1
302.48606310909724,311.67049837574064,1292,67.33204361798518,134,1
303.65929245511376,312.971239350999,1509,34.52212416458951,205,1
301.65123064217374,310.10935886847807,1337,59.420692752391965,110,1
302.1644453818722,310.83347216363296,1277,59.31790910865523,19,1
297.8024754098264,308.18024754098263,1364,52.82099016393056,217,1
299.8408559638447,310.23294373486124,1688,28.94695198794824,196,1
299.60837117682695,309.6528787830106,1280,65.6298485189257,15,1
301.5829848789219,310.73319395156875,1378,54.85146350852804,208,1
300.56948313637554,310.4124917335174,1338,52.050530089996556,207,1
299.92443800478964,309.36130789940086,1452,41.18467302514978,208,1
299.19713456077255,310.26247653639115,2133,16.547688877730977,144,1
301.8106045284733,310.9585553386035,1404,46.829405816425755,207,1
301.95302602062185,310.44309954639033,1308,61.17143661851392,79,1
299.78443712780427,310.19094930523465,1341,59.29735089326973,192,1
298.14861776771846,307.6743368471376,1601,36.25431447651492,225,1
303.4,311.63882369374704,1297,51.85058675627635,49,1
302.1940946141723,311.3505774866137,1333,66.16341271180609,204,1
299.0454624395445,310.501308850843,1751,26.845462439544534,222,1
302.4372666671761,310.77795000038213,1345,49.17111666832246,164,1
301.8738588591436,310.1911824330731,1288,65.679046542418,106,1
302.08489154173867,310.82452573486154,1360,58.59444487067514,97,1
301.30067741439007,310.10474190073035,1269,56.83929003462258,194,1
302.1971781482372,310.70802470376606,1337,55.1056437035256,202,1
303.26360997746355,311.72084940646204,1225,67.29469120961242,148,1
300.20029157895107,310.98575593985015,1232,64.85697624059941,195,1
303.4,311.72835268296365,1295,53.08621902671079,52,1
299.20026977553704,309.7162508663716,1358,60.19973022446295,188,1
302.2,310.6,1335,52.68939640269424,159,1
302.25792683820094,310.1842479779011,1358,45.73170735280382,7,1
301.0602918638226,311.1397081361774,1327,66.60504716840553,11,1
297.2772487712408,307.76407413986857,2718,9.511259311894877,18,1
300.0456867618964,311.20223617141346,2578,12.508146985715545,65,1
302.0259193128409,310.8147982821023,1346,58.59614419534096,205,1
303.3866448836271,311.45342046549143,1308,55.06840930982861,43,1
301.67824101200625,310.2072529959979,1311,57.987492675830744,40,1
297.65476136344563,308.1654761363446,1363,52.76190454537825,216,1
301.46140935518144,310.4166267051752,1280,58.45035965342316,21,1
299.3896504921852,310.1183002271624,1189,66.30671695692973,200,1
303.9126847158709,312.8715640169805,1514,35.438583755716174,209,1
303.3750382209258,311.5375191104629,1368,46.999847116296905,60,1
301.7441236137765,310.2441236137765,1336,49.85742155842914,67,1
302.28053481601074,310.15044568000894,1353,44.107058511941,7,1
301.9631527418093,310.4631527418093,1371,45.72650129486453,80,1
298.7682296481522,309.61742494276683,1433,45.45213554044476,226,1
303.0794226274602,311.2794226274602,1373,47.9617321176194,63,1
301.5706340714966,310.6994944091342,1312,71.1184748957451,47,1
299.822448291253,310.09795413585533,1687,28.940816097084333,194,1
296.5559189894555,307.57462926819017,2827,5.799576306503078,208,1
298.66700168652494,308.3413091193673,1301,66.76888935062775,42,1
297.9724447971895,308.4318024887327,1371,50.5363950225345,220,1
299.05263063278176,309.64628457926574,1292,66.066100156515,13,1
300.5022333043521,310.1326517031515,1446,43.060931004502145,208,1
298.7656410314124,309.26429792869516,2550,12.840179080362297,102,1
301.89235243482455,310.84274498551656,1370,60.491421920260734,92,1
299.3677931515453,309.6559310505151,1337,55.98135631649497,205,1
298.8716896950058,308.4790428405222,1312,68.75918795811599,62,1
301.6583673330044,311.3466938664035,1284,68.12334693320174,6,1
299.2976322869646,310.0707211426719,1435,48.54380999837924,229,1
303.01500175275027,311.38708669277133,1353,55.8295858163962,190,1
298.8441463897227,310.14804879657424,1389,66.24048664665507,77,1
298.8260088270527,308.56692370736215,1313,59.88527364452207,198,1
297.44642135865297,308.1308026698316,1342,60.52993325420945,205,1
297.99249183356534,309.2292207182343,1400,65.23725618095064,62,1
302.8166640994554,311.3736087578341,1373,51.538877764306825,32,1
298.8179709274894,310.10812743878813,2740,8.69500278718645,144,1
299.63719601278257,310.66280398721744,1924,23.181649050237382,204,1
298.7099995073308,309.812221620071,1181,65.89222260540937,203,1
300.5315055232534,310.2657527616267,1655,30.5,222,1
299.14474257816653,309.12412376302774,1868,23.956425737796472,218,1
303.0328994510528,310.96304470598113,1359,49.93955858770194,61,1
303.17702190623527,311.8699294453039,1522,36.16014110939217,213,1
